comedian,sentence
Anthony_Jeselnik,"When I was a kid, I used to fantasize about getting older, growing up and having money, and buying my mom nice things for her birthday."
Anthony_Jeselnik,"When I was a kid, we were poor. So poor I remember, just so I could go to my senior prom, just so I could go to my senior prom, I had to sell my U.S. passport on the street. Sold my passport on the street for 300 bucks to get to go to my prom. Of course this was before 9/11 so… my bad, everybody"
Anthony_Jeselnik_2,I’ve never talked to a group of people without getting paid a lot of money.”
Anthony_Jeselnik_2,"Anthony, just go up there and tell a story. Find one moment about you and your grandma you can share with everybody. And don’t tell a joke. Try not to."
Anthony_Jeselnik_2,"You know what my favorite memory was? When I was like four years old, before I learned to read, Grandma would curl up with me on the couch, she had this Southern accent, and she would read to me. She would read Mark Twain to me, and I loved it.'"
Ali_Wong,The manual. She don’t even know… where the calculator is.
Ali_Wong,"It was like the Tesla of my time. And my mom got so emotional about the manual and she was like, “You never know when you might need this.”"
Ali_Wong,"And I’m not trying to be a procrastinator anymore. Because according to Deepak-Oprah, that’s not the way for me to achieve my optimum level of success."
Ali_Wong_2,"It’s lonely. My mom is 80, going through a full blown mid-life crisis. \'Cause she knows that she’s got a century more to go. And she is so lonely."
Ali_Wong_2,I’m just kidding. She doesn’t have any black friends.
Ali_Wong_2,"Life is not Rush Hour, the movie, OK?"
Ali_Wong_2,"I need children to be there for me when I’m older, when I get as old as her."
Chelsea_Peretti,To the future!
Chelsea_Peretti,"Uh-oh, it’s us again."
Chelsea_Peretti,"My hubby made breakfast. My hubby fixed the door. My hubby is sleeping. He breathed in, he breathed out. He breathed in, he breathed out."
Chelsea_Peretti,My hubby shot himself in the face! His letter said he missed his name… which I just found out is Steven. Missing my hub like a mug.
Chelsea_Peretti_2,People say I look just like you.
Chelsea_Peretti_2,No!
Chelsea_Peretti_2,"Hi, everyone, same old me."
Chelsea_Peretti_2,"It’s actually to stop them from sweating, because why would you, you know, as a human?"
Chelsea_Peretti_2,"It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole."
Chelsea_Peretti_2,She is so fucking hot. Her armpits are bone-fucking-dry… just like I always dreamed of.
Chelsea_Peretti_2,"Whoa, whoa, whoa!"
Donald_Glover,What the fuck is wrong with this kid? What’s going on with this kid?
Donald_Glover,The sweetest thing he was allowed was mints. He would steal mints by the handful.
Donald_Glover,So his breath was so fresh… the vapors from his own mouth made his eyes water.
Donald_Glover,"And then like… Just, they would just bleed… It was crazy."
Donald_Glover,"He wanted to get to his slide, so he just pushed over this little girl, she fell over, and her Trinidadian babysitter comes over and goes, “Hey"
Donald_Glover_2,"Yeah, well, if anybody ever tries to rape me, I’m just gonna shit on ’em."
Donald_Glover_2,"Yes, I will. I have no problem."
Donald_Glover_2,"Like, you got… You’re a national treasure. Like, you can… You got more superpowers than Shaft if you can poop whenever you want"
Hasan_Minhaj,Are you fucking kidding? Thirteen episodes for this kid?
Hasan_Minhaj,Do you know when br0wn kids get slapped? Every br0wn birthday party.
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!"
Hasan_Minhaj,Slapping is important. It elevates your game.
Hasan_Minhaj,You ever seen an Indian kid win a spelling bee? Incredible! Ice water in the veins.
Hasan_Minhaj,Nothing. Nothing!
Hasan_Minhaj,Where does that come from?
Hasan_Minhaj,Look at this kid’s parents. Your son just won the Scripps National Spelling Bee.
Hasan_Minhaj_2,Getting into Stanford.
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom."
Hasan_Minhaj_2,"All 30 of us? We’re all going to prom? AP Calc? Us? Me, Jehovah’s Witness girl, Korean exchange students, going to the prom? Thirty for 30? All of us?"
