,Comedian,Score
0,Ali_Wong,0.1837088167667389
1,Ali_Wong_2,0.3516117334365845
2,Ali_Wong_3,0.2168693244457245
3,Anthony_Jeselnik,0.4403919577598572
4,Anthony_Jeselnik_2,0.2793390154838562
5,Anthony_Jeselnik_3,0.3360048234462738
6,Chelsea_Peretti,0.2392180860042572
7,Chelsea_Peretti_2,0.17645840346813202
8,Chelsea_Peretti_3,0.19270294904708862
9,Donald_Glover,0.2601388990879059
10,Donald_Glover_2,0.2803081274032593
11,Donald_Glover_3,0.26131659746170044
12,Hasan_Minhaj,0.16685150563716888
13,Hasan_Minhaj_2,0.23404908180236816
14,Hasan_Minhaj_3,0.2661535143852234
15,Iliza_Shlesinger,0.3540085256099701
16,Iliza_Shlesinger_2,0.20941415429115295
17,Iliza_Shlesinger_3,0.2626765966415405
18,Jim_Gaffigan,0.20388957858085632
19,Jim_Gaffigan_2,0.18048769235610962
20,Jim_Gaffigan_3,0.29178285598754883
21,Jimmy_Yang,0.44465869665145874
22,Jimmy_Yang_2,0.2733461558818817
23,Jimmy_Yang_3,0.45937100052833557
24,Joe_List,0.20475086569786072
25,Joe_List_2,0.2433049976825714
26,Joe_List_3,0.26136088371276855
27,John_Mulaney,0.2962096929550171
28,John_Mulaney_2,0.2391020506620407
29,John_Mulaney_3,0.33883872628211975
30,Louis_CK,0.21830549836158752
31,Louis_CK_2,0.18327946960926056
32,Louis_CK_3,0.21226587891578674
33,Nate_Bargatze,0.28140145540237427
34,Nate_Bargatze_2,0.17230063676834106
35,Nate_Bargatze_3,0.5181102752685547
36,Nate_Bargatze_TK,0.22966058552265167
37,Nate_Bargatze_TK_2,0.4527047872543335
38,Nate_Bargatze_TK_3,0.2875712513923645
39,Russell_Peters,0.2632139325141907
40,Russell_Peters_2,0.32726553082466125
41,Russell_Peters_3,0.24326825141906738
42,Sam_Morill_3,0.23052412271499634
43,Sam_Morril,0.43455904722213745
44,Sam_Morril_2,0.37975600361824036
45,Tom_Segura,0.27434733510017395
46,Tom_Segura_2,0.27928635478019714
47,Tom_Segura_3,0.23623046278953552
48,Trevor_Noah,0.24120530486106873
49,Trevor_Noah_2,0.4873853921890259
50,Trevor_Noah_3,0.28778839111328125
