,Comedian,Score
0,Ali_Wong,0.36538201570510864
1,Ali_Wong_2,0.3286386728286743
2,Ali_Wong_3,0.3428660035133362
3,Anthony_Jeselnik,0.4678404927253723
4,Anthony_Jeselnik_2,0.3547680974006653
5,Anthony_Jeselnik_3,0.41558265686035156
6,Chelsea_Peretti,0.3459571599960327
7,Chelsea_Peretti_2,0.3382129967212677
8,Chelsea_Peretti_3,0.319607675075531
9,Donald_Glover,0.3090086281299591
10,Donald_Glover_2,0.3681787848472595
11,Donald_Glover_3,0.303384929895401
12,Hasan_Minhaj,0.34386250376701355
13,Hasan_Minhaj_2,0.2861691117286682
14,Hasan_Minhaj_3,0.36915871500968933
15,Iliza_Shlesinger,0.3847233057022095
16,Iliza_Shlesinger_2,0.40514111518859863
17,Iliza_Shlesinger_3,0.34808680415153503
18,Jim_Gaffigan,0.31856995820999146
19,Jim_Gaffigan_2,0.4414648413658142
20,Jim_Gaffigan_3,0.33836427330970764
21,Jimmy_Yang,0.42677807807922363
22,Jimmy_Yang_2,0.31046247482299805
23,Jimmy_Yang_3,0.3074733018875122
24,Joe_List,0.4292435646057129
25,Joe_List_2,0.34340164065361023
26,Joe_List_3,0.4530717432498932
27,John_Mulaney,0.3704386353492737
28,John_Mulaney_2,0.3435767590999603
29,John_Mulaney_3,0.30880481004714966
30,Louis_CK,0.3640986979007721
31,Louis_CK_2,0.32239463925361633
32,Louis_CK_3,0.4049106538295746
33,Nate_Bargatze,0.3198550343513489
34,Nate_Bargatze_2,0.3573947548866272
35,Nate_Bargatze_3,0.41444846987724304
36,Nate_Bargatze_TK,0.3551234006881714
37,Nate_Bargatze_TK_2,0.38660091161727905
38,Nate_Bargatze_TK_3,0.36486339569091797
39,Russell_Peters,0.386680543422699
40,Russell_Peters_2,0.3650639057159424
41,Russell_Peters_3,0.32930395007133484
42,Sam_Morill_3,0.3697783350944519
43,Sam_Morril,0.29720985889434814
44,Sam_Morril_2,0.38987043499946594
45,Tom_Segura,0.23845899105072021
46,Tom_Segura_2,0.3554397523403168
47,Tom_Segura_3,0.4137815833091736
48,Trevor_Noah,0.34547266364097595
49,Trevor_Noah_2,0.3515360951423645
50,Trevor_Noah_3,0.394533634185791
