,Comedian,Score
0,Ali_Wong,0.5285447835922241
1,Ali_Wong_2,0.5433174967765808
2,Ali_Wong_3,0.6174070239067078
3,Anthony_Jeselnik,0.5987811088562012
4,Anthony_Jeselnik_2,0.6277616024017334
5,Anthony_Jeselnik_3,0.35428810119628906
6,Chelsea_Peretti,0.49832090735435486
7,Chelsea_Peretti_2,0.46367958188056946
8,Chelsea_Peretti_3,0.7087991833686829
9,Donald_Glover,0.6145026683807373
10,Donald_Glover_2,0.5380577445030212
11,Donald_Glover_3,0.6385455131530762
12,Hasan_Minhaj,0.5227502584457397
13,Hasan_Minhaj_2,0.5841184854507446
14,Hasan_Minhaj_3,0.6610886454582214
15,Iliza_Shlesinger,0.6364928483963013
16,Iliza_Shlesinger_2,0.6046881675720215
17,Iliza_Shlesinger_3,0.555609941482544
18,Jim_Gaffigan,0.5924402475357056
19,Jim_Gaffigan_2,0.26458555459976196
20,Jim_Gaffigan_3,0.5731791257858276
21,Jimmy_Yang,0.6091995239257812
22,Jimmy_Yang_2,0.5882018804550171
23,Jimmy_Yang_3,0.6220879554748535
24,Joe_List,0.6450632214546204
25,Joe_List_2,0.37412598729133606
26,Joe_List_3,0.5910142660140991
27,John_Mulaney,0.6109045743942261
28,John_Mulaney_2,0.6445736289024353
29,John_Mulaney_3,0.6028789281845093
30,Louis_CK,0.3094356954097748
31,Louis_CK_2,0.32434409856796265
32,Louis_CK_3,0.6712504029273987
33,Nate_Bargatze,0.561326265335083
34,Nate_Bargatze_2,0.5020773410797119
35,Nate_Bargatze_3,0.5662000179290771
36,Nate_Bargatze_TK,0.5646021962165833
37,Nate_Bargatze_TK_2,0.6031056046485901
38,Nate_Bargatze_TK_3,0.6566544771194458
39,Russell_Peters,0.6235841512680054
40,Russell_Peters_2,0.5693355798721313
41,Russell_Peters_3,0.5933176279067993
42,Sam_Morill_3,0.4411182701587677
43,Sam_Morril,0.5992269515991211
44,Sam_Morril_2,0.5467577576637268
45,Tom_Segura,0.581713080406189
46,Tom_Segura_2,0.1421542465686798
47,Tom_Segura_3,0.60493403673172
48,Trevor_Noah,0.6740437746047974
49,Trevor_Noah_2,0.5619613528251648
50,Trevor_Noah_3,0.6796023845672607
